Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
Skuggan över Innfyr (2017), Horror,1-May-17,Sweden,,90 min
La cripta de las condenadas: Parte II (2012), Horror,7-Oct-12,Spain,5.8,
Flesh of my Flesh (2015), Action| Horror,25-Apr-15,USA,5.6,90 min
The Grave Bandits (2012), Adventure| Comedy| Fantasy| Horror,6-Nov-13,Philippines,5.3,100 min
Shallow Creek Cult (2013), Action| Horror| Thriller,18-Aug-13,USA,4,71 min
Dug Up (2013), Comedy| Horror,24-Oct-13,USA,6.6,84 min
Dawn's Early Light (2013), Horror,4-May-13,USA,7.6,
The Purgation (2015), Drama| Horror| Thriller,2-Apr-15,USA,3,86 min
Killer Holiday (2013), Horror| Thriller,5-Nov-13,USA,3.1,103 min
Altered (2014), Horror| Thriller,2014,USA,6.6,100 min
Bangkok 13 Muang Kon Tai (2016), Horror,17-Mar-16,Thailand,3.8,
Exorcist: The Fallen (2014), Horror,31-Aug-14,USA,3.4,81 min
Ombis: Alien Invasion (2013), Action| Horror| Sci-Fi| Thriller,18-May-13,USA,3.6,85 min
Yendha Nerathilum (2017), Horror,21-Jul-17,India,,
Rise of the Legend (2017), Horror,6-Jan-17,USA,,
The Demon Inside (2017), Horror| Thriller,16-May-17,USA,6,95 min
Horror House on Highway 6 (2014), Horror,4-Nov-14,USA,3.9,86 min
2 Die For (2017), Horror,31-Oct-17,UK,,
Fagyott május (2017), Horror| Sci-Fi| Thriller,5-May-17,Hungary,5.9,72 min
Iron Wolf (2013), Horror,13-Sep-13,Germany,2.6,93 min
Within These Walls (2015), Horror,26-Sep-15,USA,6.6,95 min
Pretty Dead (2013), Drama| Horror,1-Aug-13,USA,4.5,77 min
Clementina (2017), Drama| Horror,28-Oct-17,Mexico,,90 min
Pengantin Malam (2014), Horror,19-Jun-14,Malaysia,7.7,
Main Street Meats (2017), Horror,13-Aug-17,USA,8.1,110 min
Mary Loss of Soul (2014), Horror| Thriller,29-Oct-15,USA,4,89 min
Z-Office (2017), Action| Comedy| Horror,1-Mar-17,Germany,5.1,47 min
Dead Man Tells His Own Tale (2016), Comedy| Fantasy| Horror,22-Sep-16,Argentina,4.4,90 min
Curse of the Slasher Nurse (2017), Horror,2017,USA,,
Kidnapped Souls (2012), Horror,28-Feb-13,Peru,4.2,86 min
Dhilluku Dhuddu (2016), Comedy| Horror,7-Jul-16,India,5.3,160 min
The Year After Infection (2012), Horror,2012,USA,4.6,
Oh My Zombie! (2016), Comedy| Horror,5-Nov-16,Japan,3.9,90 min
Factory of Paranormal (2017), Horror,13-Jul-17,USA,,72 min
Unholy Ground (2016), Horror,14-May-16,Germany,6.2,
The Eschatrilogy: Book of the Dead (2012), Fantasy| Horror,19-Feb-14,Philippines,5.2,103 min
Paranormal Extremes: Text Messages from the Dead (2015), Drama| Horror,1-May-15,USA,2.3,102 min
The Halloween Store Zombie Wedding Movie (2016), Comedy| Horror,9-Oct-16,USA,5.4,92 min
The Big F (2016), Comedy| Horror,31-Aug-16,USA,7.2,71 min
Shadow Hill (2017), Horror,2017,USA,,
Vamp Bikers (2013), Action| Horror| Romance,22-Sep-13,USA,6.6,98 min
The Sins of Dracula (2014), Comedy| Horror,26-Oct-14,USA,6.2,81 min
Urban Legend (2016), Horror,10-Sep-16,USA,,
Where the Devil Dwells (2014), Horror| Thriller,12-Apr-16,USA,5.4,81 min
Five Nights at Freddy's: The Fan Film (2016), Horror,25-Jun-16,Canada,7.7,55 min
Shadowhunters: Devilspeak (2015), Horror,15-Sep-15,USA,8.1,
Shotgun Wedding (2013), Comedy| Horror| Romance,2-Apr-13,USA,5.1,92 min
Sheriff Tom Vs. The Zombies (2013), Comedy| Horror,20-Apr-13,USA,5.3,93 min
Animus: The Tell-Tale Heart (2015), Horror| Thriller,31-Oct-15,USA,4.3,95 min
Knock Knock (2017), Horror,6-Oct-17,USA,,55 min
The House that the Devil Built (2017), Horror,27-Oct-17,USA,,
Witchstalker (2014), Horror,22-Oct-14,USA,7.6,
Bloody House (2016), Horror,13-May-16,China,4.8,
Threesome (2014), Horror,13-Mar-14,Thailand,6.2,
Coco (2017), Horror,31-May-17,Spain,8.2,98 min
The Plague (2016), Action| Horror,27-Nov-16,USA,7.8,74 min
Dry Blood (2017), Horror,23-Apr-17,UK,6.9,
Harbinger (2015), Fantasy| Horror| Thriller,2015,USA,5.1,84 min
Babaroga (2017), Horror,30-Sep-17,Australia,,120 min
Amy (2013), Horror,1-Oct-13,USA,2,94 min
Piotrek trzynastego 2: Skórza Twarz (2012), Comedy| Horror,19-Aug-12,Poland,4.7,87 min
Deadtime (2012), Horror| Thriller,11-May-12,USA,2.2,97 min
Ninjas vs. Monsters (2012), Action| Comedy| Horror,14-Oct-12,USA,3.4,
Arpat (2015), Drama| Horror,16-Oct-15,Thailand,6.9,91 min
The Zombie Project (2017), Horror,2017,USA,,
Soul (2013), Drama| Horror| Thriller,30-Aug-13,Taiwan,6.4,111 min
La cripta de las condenadas (2012), Horror,5-Oct-12,Spain,5.8,
The Curse (2017), Horror,27-Apr-17,Indonesia,5.5,
Kaptara (2013), Animation| Adventure| Fantasy| Horror,1-Jan-13,USA,5.2,94 min
Hollywood Warrioress: The Movie (2016), Action| Horror| Sci-Fi,17-May-16,USA,3.8,90 min
Possessed (2014), Animation| Comedy| Horror| Thriller,4-Oct-14,Spain,6,81 min
Vault of Terror II: The Undead (2015), Horror,16-May-15,USA,7.7,120 min
Don't Go to the Reunion (2013), Horror| Mystery| Thriller,9-Aug-13,USA,4,75 min
Shadows Fall (2016), Drama| Fantasy| Horror| Thriller,1-Sep-16,Panama,6.7,91 min
The Ferryman (2017), Horror,31-Oct-17,UK,,
House of Whores 2: The Second Cumming (2016), Horror,1-Jan-16,USA,6.5,73 min
Run Phee (2015), Comedy| Drama| Horror| Mystery| Romance,3-Dec-15,Thailand,6.2,104 min
I Saw (2017), Horror| Thriller,2017,USA,,
Serenity Farm (2014), Horror| Thriller,2014,USA,3.1,86 min
The Inside (2012), Drama| Horror| Thriller,13-Jan-13,UK,3,93 min
Movie Madness (2016), Horror| Thriller,1-Apr-16,USA,5.5,90 min
The Lower Angels (2014), Drama| Horror| Thriller,16-Nov-14,USA,8.7,95 min
Violence of the Mind (2013), Horror| Thriller,21-Jul-13,USA,7.1,91 min
Bacao (2014), Horror,29-Oct-14,Philippines,6.7,85 min
Bhaangarh (2014), Horror,5-Sep-14,India,6.9,
Solomon's Requiem (2004), Horror,16-Oct-17,USA,,95 min
Zombie Hood (2013), Horror,8-Jun-13,UK,4.4,90 min
Future Punks (2017), Horror,15-Jun-17,USA,,
Ojos de madera (2017), Horror,26-Oct-17,Uruguay,,63 min
Unidentified (2013), Comedy| Horror| Sci-Fi,8-Nov-13,USA,4.2,90 min
The Dulvey Estate: The Final Chapter (2017), Horror,4-Oct-17,UK,,
Erasmus (2016), Crime| Horror| Thriller,2016,Spain,4.2,71 min
Amethyst (2016), Adventure| Fantasy| Horror,9-Dec-16,USA,3.1,70 min
The Paranormal Diaries: Clophill (2013), Horror,14-Oct-13,UK,3.6,88 min
The Black Fables (2015), Action| Fantasy| Horror,1-Jan-15,Brazil,6.1,93 min
3 Sisters (2015), Horror| Thriller,1-Jan-15,UK,5.5,87 min
Fractional (2011), Crime| Horror| Thriller,1-Oct-15,USA,4.7,93 min
Love Scars (2017), Horror,14-Feb-17,UK,4.9,93 min
Black Creek (2017), Horror,2017,USA,,
Feast of Fear (2016), Horror,2016,USA,,
Another Evil Night (2017), Horror,1-Oct-17,USA,,
13 Score (2014), Horror,1-Apr-15,USA,8.4,75 min
Transmutation: Deep Water Horizon (2016), Horror,7-Dec-16,USA,,
Cellar Secret (2016), Horror| Thriller,4-Dec-16,USA,8.6,80 min
Kfc (2017), Horror,27-Jan-17,Vietnam,5.2,69 min
Ümmü Sibyan: Zifir (2014), Horror,21-Nov-14,Turkey,2.8,
Blood and Carpet (2015), Comedy| Horror| Thriller,12-Feb-15,UK,6.2,76 min
Muska (2014), Drama| Horror| Thriller,25-Jul-14,Turkey,3.4,81 min
Another Comic Ruse: Motel Sick (2017), Horror,1-Jul-17,USA,,
Barrio Tales 2 (2016), Comedy| Horror,2016,USA,9.2,80 min
Violator (2014), Horror| Thriller,8-Jul-15,USA,4.9,105 min
Tales Written in Blood (2017), Horror| Thriller,8-Sep-17,Russia,,
Omnivores (2013), Horror| Thriller,20-Sep-13,Spain,5.7,87 min
Survival (2013), Action| Horror,13-Apr-13,Germany,3.4,101 min
Pregnant (2015), Drama| Horror| Thriller,31-Aug-15,UK,5,90 min
Alienween (2016), Horror,6-May-16,Italy,5.1,90 min
Vacant House (2016), Drama| Horror| Thriller,2016,USA,3.4,84 min
Genesis (2016), Horror| Sci-Fi,13-May-16,France,3.7,
Sonyeo (2013), Drama| Horror,7-Nov-13,South Korea,6.3,110 min
Exeter (2014), Horror,15-Jun-14,USA,5.7,
KL24: Zombies (2017), Action| Comedy| Horror,8-Jan-17,Malaysia,5,77 min
Like Lambs (2016), Action| Horror| Thriller,2017,USA,8.5,85 min
Edward Lee's the Bighead (2013), Horror,22-Sep-13,USA,6.2,
Amor tóxico (2015), Drama| Horror| Romance| Thriller,9-Nov-15,Spain,4,113 min
Behind the Door (2014), Horror| Mystery| Thriller,25-Nov-14,USA,5.9,
Stop Bullying Me! (2017), Horror,2017,USA,,
3:33 a.m. (2015), Comedy| Horror,22-Jun-15,USA,3.2,139 min
10 Seconds to Run (2016), Action| Horror| Thriller,2016,USA,5.5,50 min
Azazil: Dügüm (2014), Horror,29-Aug-14,Turkey,3.3,87 min
Erebus (2014), Horror| Thriller,9-Nov-14,USA,6.8,91 min
One Last Sunset Redux (2015), Action| Drama| Horror| Thriller| War,24-Oct-15,USA,4.6,80 min
Deadlocked (2017), Drama| Horror| Mystery| Thriller,2017,USA,,
6-5=2 (2014), Horror,14-Nov-14,India,5,
Intensive Care (2017), Action| Crime| Horror| Mystery| Thriller,2017,USA,,72 min
Coulrophobia (2016), Horror,20-Jan-16,UK,,85 min
Montrak (2017), Horror,18-Mar-17,Germany,7,
The Pick-Axe Murders Part III: The Final Chapter (2014), Horror,20-Sep-14,USA,5.1,
Broken Cross (2016), Drama| Horror| Thriller,18-Jun-16,USA,7.5,
Beautiful People (2014), Horror,29-Jul-15,Philippines,4.4,75 min
Mr D's No Thing Tales (2015), Horror,1-May-15,USA,1.8,82 min
Killer Ink (2016), Horror,11-Oct-16,USA,5.9,92 min
7th Day (2013), Horror,29-Oct-13,USA,5.2,80 min
Das Werwolfspiel (2013), Horror| Mystery| Thriller,7-May-13,Austria,2.7,94 min
Golpo Holeo Shotti (2014), Horror,4-Jul-14,India,6.3,116 min
The Final Exit Movie (2017), Horror,22-Sep-17,India,6.8,119 min
Cannibal Cop (2017), Horror,15-Jan-17,USA,6.8,
Cross Bearer (2013), Horror,9-Oct-13,USA,3.3,71 min
Blood Theatre (2017), Horror,2017,USA,,
The Sleepless (2012), Horror| Mystery,12-Jul-12,South Korea,6,
Blood Drive: The Movie (2013), Horror| Thriller,1-Feb-13,USA,6.8,71 min
After Effect (2012), Action| Horror| Thriller,8-Feb-12,USA,4,
Chilling Visions: 5 States of Fear (2014), Horror,18-Jul-14,USA,5.8,
Scary Story Slumber Party (2017), Horror| Thriller,17-Jan-17,USA,5,76 min
Ciaran the Demon Hunter (2016), Fantasy| Horror,14-May-16,France,6.9,82 min
The Garden of Sinners: Future Gospel (2013), Animation| Drama| Fantasy| Horror| Romance,28-Sep-13,Japan,7.3,90 min
"Devil's Backbone, Texas (2015)", Horror,31-Mar-15,USA,4.1,80 min
The Long Island Serial Killer (2013), Crime| Horror| Thriller,12-Nov-13,USA,7,81 min
50 Kisses (2014), Comedy| Drama| Horror| Romance| Sci-Fi,1-Feb-14,UK,6.2,89 min
Betamax (2015), Horror| Thriller,21-Feb-15,USA,6.5,
Christmas with the Dead (2012), Horror,25-Nov-12,Italy,6.2,88 min
Ular (2013), Horror| Thriller,6-Dec-13,Malaysia,5,
The Cabining (2014), Comedy| Horror| Thriller,16-Jan-15,USA,4.3,83 min
Salvación (2016), Drama| Fantasy| Horror,11-Oct-16,Spain,6.3,
Loss of Life (2013), Horror,25-Oct-13,USA,4.5,78 min
Bhangarh: The Last Episode (2017), Horror,30-Mar-17,India,7,84 min
Night Terrors (2014), Comedy| Horror,24-Nov-14,USA,6.9,98 min
Darling 2 (2016), Comedy| Horror,1-Apr-16,India,4,117 min
Zombiefied (2012), Horror,2012,USA,4.3,
Kutukan arwah santet (2012), Horror,27-Sep-12,Indonesia,6,81 min
The Wrong Side of Town (2017), Horror,31-Oct-17,UK,,
Jungle Trap (2016), Horror,24-Sep-16,USA,5.2,72 min
Maya 3D (2016), Horror,1-Sep-16,Sri Lanka,7.5,
All Sinner's Night (2014), Horror,9-Jun-14,USA,1.9,90 min
Lechmi (2017), Comedy| Horror,25-Aug-17,India,,150 min
Nightcomer (2013), Horror| Thriller,2013,USA,7.4,91 min
Heavy Water (2014), Drama| Horror,2014,USA,9,93 min
Hi-8 (Horror Independent 8) (2013), Comedy| Horror,10-Nov-13,USA,5.1,98 min
Maria Labo (2015), Drama| Horror,11-Nov-15,Philippines,5.3,
Silent Hill Internal Prison (2014), Horror,25-Oct-14,USA,5,
Creepy Clowns (2016), Horror,21-Apr-16,USA,7.1,88 min
Penanggal: The Curse of the Malayan Vampire (2013), Horror,28-Nov-13,Malaysia,4.3,
Cruelty (2017), Crime| Horror| Mystery| Thriller,1-Jan-17,USA,7.2,
Rock 'n' Roll Frankenstein (1999), Comedy| Horror,10-Nov-15,USA,4.7,88 min
Dark Shade Creek (2012), Horror,7-Nov-12,USA,3.8,
Axed (2012), Drama| Horror| Thriller,19-Feb-13,USA,3.7,84 min
Talk to the Dead (2013), Horror,7-Oct-14,USA,5.6,84 min
Lake Bodom (2017), Horror| Mystery| Thriller,27-Jan-17,New Zealand,,
Dolly Deadly 2 (2017), Horror| Musical,2017,USA,,
Yoogan (2015), Horror| Thriller,24-Apr-15,India,6.6,
Badass Monster Killer (2015), Action| Comedy| Horror,3-Dec-15,USA,6.1,96 min
Corazon: Ang unang aswang (2012), Drama| Horror,14-Mar-12,Philippines,6,101 min
GH5 (2017), Drama| Horror| Thriller,1-Oct-17,USA,,90 min
Kick (2015), Drama| Horror| Thriller,9-Jan-15,USA,3.1,76 min
9-9-81 (2012), Horror,13-Sep-12,Thailand,5.5,92 min
Chain Mail (2015), Drama| Horror| Mystery| Thriller,22-Jul-15,Philippines,4.2,90 min
Fireangels: A Drifter's Fury (2017), Horror| Thriller,23-Jun-17,USA,2.8,70 min
Teeth and Blood (2015), Action| Horror,10-Mar-15,USA,4.4,
Tear Us Apart (2017), Horror| Thriller,2017,USA,,
Elemento (2016), Horror,6-Apr-16,Philippines,5.7,80 min
Safe Haven (2016), Horror,17-Mar-16,USA,,
The Lashman (2014), Action| Drama| Horror| Mystery| Thriller,19-Apr-14,USA,7,
Story of Eva (2015), Horror| Thriller,13-Jan-15,USA,4.1,95 min
Third Eye (2014), Horror,26-Feb-14,Philippines,4.1,90 min
Face of Evil (2016), Horror| Thriller,22-Sep-16,USA,8,90 min
Terror Toons 3 (2015), Comedy| Fantasy| Horror| Thriller,26-Aug-16,USA,4.5,71 min
Séance (2006), Horror,14-Aug-13,Philippines,4.7,88 min
The Hunt (2012), Action| Horror| Thriller,24-Jul-12,France,4.4,74 min
Serie B (2012), Comedy| Horror| Thriller,19-Apr-13,Spain,3.8,81 min
Scars of Xavier (2017), Drama| Horror| Thriller,21-Oct-17,USA,8.5,90 min
Rumah Malaikat (2016), Horror,24-Nov-16,Indonesia,6.5,
Maligno (2016), Horror| Mystery,14-Jul-16,Peru,6.7,87 min
The Other One (2017), Horror,2-Apr-17,USA,2.8,89 min
Dreadtime Stories (2014), Horror| Thriller,17-Oct-15,USA,4.1,105 min
Relived (2017), Horror,2017,Australia,,70 min
The Puppet (2013), Horror,20-Jun-13,South Korea,4.8,85 min
The Campus (2017), Horror,1-Sep-17,USA,,
Halloween: Harvest of Souls 1985 (2013), Horror,24-Aug-13,USA,7.1,
Attack of the Killer Shrews! (2016), Comedy| Horror,10-Dec-16,USA,6.9,86 min
Kalpana 2 (2016), Comedy| Horror,15-Jul-16,India,5.7,150 min
Trey the Movie (2013), Action| Horror| Thriller,4-Jun-13,USA,8,91 min
Bloody Muscle Body Builder in Hell (2012), Horror,2014,Japan,6.7,62 min
Slash 2 (2014), Drama| Horror| Thriller,21-Aug-14,USA,7.6,95 min
Darkest Night (2012), Drama| Horror| Thriller,1-Jul-13,USA,3.4,99 min
Halloween Spookies (2016), Comedy| Family| Horror,1-Oct-16,USA,5.1,66 min
Monarch (2000), Biography| Drama| History| Horror| Mystery| Thriller,14-Sep-14,UK,7.7,83 min
Lung II (2016), Horror| Mystery| Thriller,17-Feb-16,USA,5.8,
Scavenger Killers (2014), Crime| Horror| Thriller,1-Jul-14,USA,4.8,100 min
Grizzled! (2017), Action| Comedy| Horror,31-Oct-17,USA,,
Horror Stories 2 (2013), Horror,5-Jun-13,South Korea,5.5,95 min
Taught in Cold Blood (2017), Horror| Thriller,28-Mar-17,USA,3.6,94 min
All Saints Eve (2015), Horror,17-Feb-15,USA,3.7,83 min
Scrape (2013), Horror| Mystery| Thriller,2016,USA,5.3,80 min
Bayou Tales (2016), Horror,6-Apr-16,USA,,
Bloody Knuckles (2014), Comedy| Horror,18-Oct-14,USA,5.7,85 min
Escóndete (2013), Horror,1-Oct-13,Spain,6.7,81 min
Dementamania (2013), Horror| Thriller,17-Oct-14,UK,7,85 min
666: Kreepy Kerry (2014), Horror,2-Apr-14,USA,2.9,75 min
Dead of the Nite (2013), Horror,7-Jan-14,USA,2.9,86 min
Bride of Violence (2017), Horror| Thriller,18-Aug-17,USA,,
Sky Harbor (2015), Horror,5-Feb-15,USA,7.2,
LifeRaft (2016), Horror| Sci-Fi| Thriller,21-Jul-16,USA,3.4,81 min
You're Nobody 'til Somebody Kills You (2012), Horror| Thriller,10-Jul-12,USA,3.1,86 min
Half Dead (2013), Action| Horror| Sci-Fi,22-Mar-13,USA,,90 min
Devil's Acid (2017), Horror,18-Aug-17,USA,,
Fazbear's Fright: The Fan Film (2017), Horror,25-Jun-17,Canada,8.1,70 min
Trailers (2016), Fantasy| Horror| Mystery| Sci-Fi,13-Nov-16,Ireland,7.1,180 min
Red Spring (2017), Action| Horror,2017,USA,,
Run Like Hell (2014), Action| Horror| Thriller,9-Sep-14,USA,3.4,80 min
Savage High (2015), Horror| Mystery,30-Oct-15,USA,8.1,90 min
Classroom 6 (2015), Horror| Mystery,9-Oct-15,USA,3.6,76 min
Cannibal Corpse Killers (2017), Action| Horror| Western,29-Sep-17,USA,,119 min
Evil Within (2015), Horror,1-Jan-15,USA,,
The Warning (2015), Horror,1-Mar-15,USA,4.7,91 min
"Husin, Mon & Jin Pakai Toncit (2013)", Comedy| Horror,7-Feb-13,Malaysia,5.7,95 min
OMG... We're in a Horror Movie (2016), Comedy| Horror,9-Dec-16,Germany,4.1,107 min
The Crypt (2014), Horror,3-Dec-14,France,3.8,
Mahalai Tiang Kuen (2016), Comedy| Horror,28-Jul-16,Thailand,5.8,
Into the Outbreak (2017), Horror| Sci-Fi,2017,USA,,95 min
Where the Skin Lies (2017), Horror| Thriller,26-Aug-17,UK,4.8,91 min
Altergeist (2014), Horror| Sci-Fi| Thriller,7-Nov-14,USA,3.9,91 min
Hunting the Legend (2014), Horror| Mystery| Thriller,8-Jul-14,Canada,3.5,95 min
Ghost Coins (2014), Horror,24-Dec-14,Thailand,5.9,93 min
House of Bad (2013), Horror| Thriller,18-May-13,USA,3.1,96 min
Le scaphandrier (2015), Adventure| Horror| Sci-Fi| Thriller,20-Feb-15,Canada,4.5,78 min
The Cook (2013), Horror,1-Apr-13,USA,4.2,88 min
Last Humans (2017), Action| Horror,16-Jun-17,UK,,
Cruel Will (2014), Horror| Thriller,3-Jan-14,USA,3.6,
Naciye (2015), Drama| Horror| Mystery| Thriller,11-Mar-16,Turkey,5.9,81 min
Forest of the Damned 2 (2017), Horror| Thriller,2017,UK,,79 min
Acid Head: The Buzzard Nuts County Slaughter (2011), Action| Crime| Horror| Music| Thriller,1-Aug-12,Canada,2.4,145 min
Qaqqat Alanngui (2011), Horror| Thriller,13-Oct-12,Denmark,6.9,127 min
Cut/Print (2012), Horror| Thriller,2-Nov-12,USA,5.1,92 min
Theatre of the Deranged (2012), Comedy| Horror| Thriller,20-Jun-12,USA,4.3,66 min
H Project (2013), Horror,31-Oct-13,Thailand,4.8,118 min
A Devil's Wind (2017), Horror,25-Jul-17,USA,,
Bloody Drama (2017), Horror,30-Oct-17,USA,,
Blood Rush (2012), Comedy| Drama| Horror,1-Aug-12,USA,4.2,92 min
Absence (2013), Horror| Sci-Fi| Thriller,5-Jul-13,USA,4.1,84 min
The Thingy: Confessions of a Teenage Placenta (2013), Comedy| Drama| Horror,25-Jun-13,Belgium,5.6,84 min
Coven (2017), Horror,2017,USA,,
Dark Entry (2016), Horror,20-Apr-16,USA,,87 min
Bring Back the Dead (2015), Horror,8-Jan-15,Singapore,6.4,86 min
Fear Is Coming (2016), Horror| Thriller,25-Mar-16,China,4.4,
The Summer of Massacre (2012), Horror| Thriller,24-Jan-12,USA,2.6,
Ang pagsanib kay Leah Dela Cruz (2017), Drama| Horror| Mystery| Thriller,28-Jun-17,Philippines,5.3,97 min
The Wolves of Savin Hill (2017), Crime| Drama| Horror,1-Sep-17,USA,7.4,100 min
She Wolf (2013), Action| Horror| Thriller,20-Sep-13,USA,5.9,92 min
The Second Coming (2014), Fantasy| Horror| Thriller,13-Mar-14,Singapore,4.8,88 min
Necronos (2010), Horror,18-Mar-14,USA,3.8,127 min
Death Do Us Apart (2014), Comedy| Horror,1-Jul-14,UK,6.5,
Another Kind (2013), Horror| Thriller,23-Nov-13,USA,5.2,76 min
Still (2016), Comedy| Horror,26-Oct-16,USA,8.4,
P.O.V. - A Cursed Film (2012), Horror,18-Feb-12,Japan,5.8,92 min
Mon Son Phee (2015), Comedy| Horror,29-Oct-15,Thailand,5.8,
"Die, My Dear (2017)", Drama| Horror| Thriller,2017,USA,7.4,90 min
Red Sword (2012), Horror,3-Mar-12,Japan,6.8,76 min
Dead Again (2017), Horror,11-Aug-17,India,,
Tragic Theater (2015), Horror,8-Jan-15,Philippines,3.2,95 min
Dead Sunrise (2016), Adventure| Horror| Sci-Fi| Thriller,13-Sep-16,Australia,5.7,120 min
Greatful Dead (2013), Horror,26-Jan-15,UK,6.5,97 min
Collapse (2011), Horror| Thriller,23-Sep-14,USA,4.9,88 min
Crayon Shinchan: My Moving Story (2015), Animation| Adventure| Comedy| Horror| Thriller,18-Apr-15,Japan,7.1,
Roadside Massacre (2012), Horror,12-Sep-13,Germany,2.7,83 min
Everto (2015), Drama| Horror| Mystery,23-May-16,USA,4.2,114 min
The 13th Unit (2014), Horror| Sci-Fi| Thriller,1-Feb-14,USA,2.7,79 min
The Crypt (2009), Horror,29-Jan-15,Peru,3.4,84 min
Demon (2013), Horror,1-Sep-13,USA,3.2,
Zombie Beach (2010), Action| Comedy| Horror| Musical| Mystery| Romance| Thriller,21-Feb-17,USA,6.9,71 min
Time to Kill (2014), Action| Horror| Thriller,21-Mar-14,USA,5.7,71 min
Feed the light (2014), Horror,12-Apr-14,USA,7.2,75 min
Cool as Hell (2013), Comedy| Horror,19-Feb-13,USA,4.4,100 min
O.T. The Movie (2014), Comedy| Horror| Thriller,23-Oct-14,Thailand,6.4,96 min
21 (2016), Horror,29-Jul-16,India,8.2,98 min
The Giant Spider (2013), Horror| Sci-Fi,1-May-13,USA,6.6,71 min
Dark Waves (2015), Fantasy| Horror,9-Aug-16,USA,4.3,86 min
Pwera usog (2017), Horror,8-Mar-17,Philippines,7.1,93 min
Bad Building (2015), Horror,6-Aug-15,USA,3,75 min
Paranormal Island (2014), Horror,10-Dec-16,Philippines,3.1,82 min
Darkness Wakes (2017), Horror,28-Aug-17,UK,5.2,97 min
The Jokesters (2015), Comedy| Horror| Thriller,21-Jul-15,USA,3.6,80 min
House of Blood (2013), Action| Horror| Thriller,10-Apr-13,USA,6.3,88 min
Expiration (2011), Horror| Thriller,12-Mar-14,Philippines,6.1,
Still Life (2014), Horror| Mystery| Thriller,5-Mar-15,Argentina,6.8,97 min
Kud Krachak Krien (2017), Horror,6-Apr-17,Thailand,3.4,
Chill: The Killing Games (2013), Horror| Mystery| Thriller,22-Sep-15,USA,3.4,114 min
Pretham (2016), Comedy| Horror| Mystery,12-Aug-16,India,6.6,126 min
Sodomaniac (2015), Comedy| Horror,2015,USA,7.3,
Tied in Blood (2012), Drama| Horror| Mystery| Thriller,1-Feb-12,USA,3.5,88 min
Make Me Shudder 3 (2015), Horror,4-Mar-15,Thailand,4.9,
Ulterior Motives: Reality TV Massacre (2016), Drama| Horror| Mystery,12-Oct-16,USA,7.8,81 min
Krapiva (2016), Action| Comedy| Drama| Horror| Sci-Fi| Thriller,31-Oct-16,Russia,7.9,63 min
Juego Siniestro (2017), Horror,3-Jun-17,Mexico,4.2,
Haunted Mansion (2015), Horror| Thriller,25-Dec-15,Philippines,6.4,110 min
